poNumber,poDate,poName,supplier,originalValue,currency,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,year,month,yearMonth,valueUSD,poSpendUSD,poType,changeOrderGroup,changeOrderTotal,project
RFPO-6705-M4108-1,27 Oct 2025,PO for LSA-plumbing items,"FERGUSON ENTERPRISES, LLC",11452.119999999999,USD,6705,8197,M4108,MVL Nepal,Mechanical,Mechanical,1,False,2025,10,2025-10,11452.119999999999,11452.119999999999,Base PO,1,1,PO for LSA-plumbing items
RFPO-6705-M4107-1,27 Oct 2025,PO for Plumbing-Cut & cap,"FERGUSON ENTERPRISES, LLC",105.142,USD,6705,8198,M4107,MW-OCS,Mechanical,Mechanical,1,False,2025,10,2025-10,105.142,105.142,Base PO,1,1,PO for Plumbing-Cut & cap
RFPO-7878-V40000-1,24 Oct 2025,PO for Outdoor Condenser Unit,Trane Technologies,135030.0,USD,7878,8196,V40000,MACRO,Various,Various,1,False,2025,10,2025-10,135030.0,135030.0,Base PO,1,1,PO for Outdoor Condenser Unit
RFPO-5532-M4046-1,23 Oct 2025,PO for UTV LH800U-A and LH1100U-2D Spare Parts - MR-79 / AMR380 and MR-95 / AMR400,Evangel International Machinery Ltd.,2830.0,USD,5532,8194,M4046,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,10,2025-10,2830.0,2830.0,Base PO,1,1,PO for UTV LH800U-A and LH1100U-2D Spare Parts - MR-79 / AMR380 and MR-95 / AMR400
RFPO-7208-V40022A-1,23 Oct 2025,"PO for Metal Wall, Roof Panel, Insulation",Dateline Exports Inc.,322338.7100000001,USD,7208,8195,V40022A,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,322338.7100000001,322338.7100000001,Base PO,1,1,"PO for Metal Wall, Roof Panel, Insulation"
RFPO-6705-V40145-1,22 Oct 2025,PO for 343 JUMBO LOUVERED WEEP VENT,"White Cap Supply Holdings, LLC",2377.0,USD,6705,8191,V40145,MACRO,Various,Various,1,False,2025,10,2025-10,2377.0,2377.0,Base PO,1,1,PO for 343 JUMBO LOUVERED WEEP VENT
RFPO-6705-V40146-1,22 Oct 2025,PO for EZ weld Enviro 205 solvent cement,Tsang Brothers Corporation,16.0,USD,6705,8192,V40146,MACRO,Various,Various,1,False,2025,10,2025-10,16.0,16.0,Base PO,1,1,PO for EZ weld Enviro 205 solvent cement
RFPO-6705-V40136-2,22 Oct 2025,PO for 12000 BTU Mini Split AC Unit,LOWES,2581.19,USD,6705,8126,V40136,MACRO,Various,Various,2,True,2025,10,2025-10,2581.19,2581.19,Change Order,2,2,PO for 12000 BTU Mini Split AC Unit
RFPO-5829-S9105-1,22 Oct 2025,PO for (CANDOR)  - 50T Crane with Badged Operator,OHIO GENERAL CONTRACTING LLC,55000.0,AED,5829,8193,S9105,MICRON,Services,Services,1,False,2025,10,2025-10,14976.17,14976.17,Base PO,2,2,PO for (CANDOR)  - 50T Crane with Badged Operator
RFPO-7139-M4015-1,21 Oct 2025,PO for Solid tires 10-16.5 RG400 NHS with rim,Evangel International Machinery Ltd.,1632.0,USD,7139,8188,M4015,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,10,2025-10,1632.0,1632.0,Base PO,1,1,PO for Solid tires 10-16.5 RG400 NHS with rim
RFPO-5532-V40089-1,21 Oct 2025,PO for Pre-Shipment Inspection of the DONGFENG 190HP truck mounted XCMG 6.3Ton Crane (PO# RFPO-5532-M4037-1 / EV2025G0012A).,V-Trust Inspection Service Co. Ltd.,268.0,USD,5532,8189,V40089,MACRO,Various,Various,1,False,2025,10,2025-10,268.0,268.0,Base PO,1,1,PO for Pre-Shipment Inspection of the DONGFENG 190HP truck mounted XCMG 6.3Ton Crane (PO# RFPO-5532-M4037-1 / EV2025G0012A).
RFPO-7139-V40045-1,21 Oct 2025,PO for Pre-shipment inspection of the CPCD50 unit (PO# RFPO-7139-M4010-1) - INV-JFV056830,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8190,V40045,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,268.0,268.0,Base PO,1,1,PO for Pre-shipment inspection of the CPCD50 unit (PO# RFPO-7139-M4010-1) - INV-JFV056830
RFPO-1569-O102-1,20 Oct 2025,PO for PDF-XChange PRO 5 User Pack (3-year license),RivYv Technologies,740.0,USD,1569,8180,O102,MACRO,Office Assets,Office Assets,1,False,2025,10,2025-10,740.0,740.0,Base PO,1,1,PO for PDF-XChange PRO 5 User Pack (3-year license)
RFPO-6718-V40034-1,20 Oct 2025,PO for Additional Pipe fittings,CRA Trading LLC,1170.0,USD,6718,8181,V40034,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,1170.0,1170.0,Base PO,1,1,PO for Additional Pipe fittings
RFPO-6718-V40035-1,20 Oct 2025,PO for Internal coating for Additional Pipe fittings,Hilong Petroleum Pipe Co. LLC,9136.0,USD,6718,8182,V40035,MACRO,Various,Various,1,False,2025,10,2025-10,9136.0,9136.0,Base PO,1,1,PO for Internal coating for Additional Pipe fittings
RFPO-7864-V40002-1,20 Oct 2025,PO for Resilient Flooring / VCT,ODORES METAL LLC,2001.4299999999998,USD,7864,8183,V40002,MACRO,Various,Various,1,False,2025,10,2025-10,2001.4299999999998,2001.4299999999998,Base PO,1,1,PO for Resilient Flooring / VCT
RFPO-7139-V40043-1,20 Oct 2025,PO for Custom Tools,Uline,1693.72,USD,7139,8184,V40043,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,1693.72,1693.72,Base PO,1,1,PO for Custom Tools
RFPO-7139-V40044-1,20 Oct 2025,PO for Lumber & osb board,LOWES,9437.25,USD,7139,8185,V40044,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,9437.25,9437.25,Base PO,1,1,PO for Lumber & osb board
RFPO-6705-V40144-1,20 Oct 2025,PO for LSA-Architectural Items,Tsang Brothers Corporation,1860.0,USD,6705,8186,V40144,MACRO,Various,Various,1,False,2025,10,2025-10,1860.0,1860.0,Base PO,1,1,PO for LSA-Architectural Items
RFPO-7039-S9101-1,20 Oct 2025,PO for Third Party Inspection of MV cables,TUV SUD MIDDLE EAST LLC,1131.0,USD,7039,8187,S9101,MACRO,Services,Services,1,False,2025,10,2025-10,1131.0,1131.0,Base PO,1,1,PO for Third Party Inspection of MV cables
RFPO-7208-V40024-1,16 Oct 2025,PO for Misc Metal Fabrication,"Scott & From Co., Inc.",31106.564,USD,7208,8178,V40024,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,31106.564,31106.564,Base PO,1,1,PO for Misc Metal Fabrication
RFPO-6841-M4105-1,16 Oct 2025,PO for Controllers & Auto Restart,S.K.M. Air Conditioning L.L.C.,3980.0,USD,6841,8179,M4105,MACRO,Mechanical,Mechanical,1,False,2025,10,2025-10,3980.0,3980.0,Base PO,1,1,PO for Controllers & Auto Restart
RFPO-5532-M4045-1,15 Oct 2025,PO for Extension - MEKA’s Installation Service for Concrete Batching Plant and Crushing and Screening Systems,MEKA,6300.0,EURO,5532,8172,M4045,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,10,2025-10,6300.0,6300.0,Base PO,1,1,PO for Extension - MEKA’s Installation Service for Concrete Batching Plant and Crushing and Screening Systems
RFPO-6705-M4026-2,15 Oct 2025,"PO for ChemGrout CG555/030/DHES/HP Trailer Mounted, Diesel/Hydraulic powered, High Pressure Grout Pump with Accessories and Spares",ACE CENTRO ENTERPRISES,193340.0,AED,6705,8161,M4026,MVL USA JV LLC,Mechanical,Mechanical,2,True,2025,10,2025-10,52645.34,52645.34,Change Order,2,2,"PO for ChemGrout CG555/030/DHES/HP Trailer Mounted, Diesel/Hydraulic powered, High Pressure Grout Pump with Accessories and Spares"
RFPO-6705-V40143-1,15 Oct 2025,PO for LSA-Architectural Items,HOME DEPOT USA,1446.28,USD,6705,8173,V40143,MACRO,Various,Various,1,False,2025,10,2025-10,1446.28,1446.28,Base PO,1,1,PO for LSA-Architectural Items
RFPO-6705-E6835-1,15 Oct 2025,PO for Electrical Items,TIC LIGHT ELECTRICAL CORP,10174.3,USD,6705,8174,E6835,MACRO,Electrical,Electrical,1,False,2025,10,2025-10,10174.3,10174.3,Base PO,1,1,PO for Electrical Items
RFPO-5829-R1511-1,15 Oct 2025,"PO for (CANDOR)  - Mitsubishi Rosa Bus – 26-seater, Diesel",MENA ENGINEERING AND TECHNICAL CO. L.L.C,51900.0,AED,5829,8176,R1511,FIRESTOP,Rental,Rental,1,False,2025,10,2025-10,14132.06,14132.06,Base PO,1,1,"PO for (CANDOR)  - Mitsubishi Rosa Bus – 26-seater, Diesel"
RFPO-6705-M4106-1,15 Oct 2025,PO for Grade Hardware Items,TURTLE,230.0,USD,6705,8177,M4106,MW-OCS,Mechanical,Mechanical,1,False,2025,10,2025-10,230.0,230.0,Base PO,1,1,PO for Grade Hardware Items
RFPO-1569-O101-1,14 Oct 2025,PO for Internal PO - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 114614,Managed Solution LLC,1187.35,USD,1569,8166,O101,MACRO,Office Assets,Office Assets,1,False,2025,10,2025-10,1187.35,1187.35,Base PO,1,1,PO for Internal PO - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 114614
RFPO-6705-V40140-1,14 Oct 2025,PO for LSA-plumbing piping items,"FERGUSON ENTERPRISES, LLC",2897.5,USD,6705,8167,V40140,MACRO,Various,Various,1,False,2025,10,2025-10,2897.5,2897.5,Base PO,1,1,PO for LSA-plumbing piping items
RFPO-5532-M4044-1,14 Oct 2025,Procore MR-60 - MVL - XCMG WZ30-25 Spare Parts,Evangel International Machinery Ltd.,140.0,USD,5532,8168,M4044,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,10,2025-10,140.0,140.0,Base PO,1,1,Procore MR-60 - MVL - XCMG WZ30-25 Spare Parts
RFPO-7139-V40040-2,14 Oct 2025,PO for Tarps &  Nylon rope,LOWES,5164.879999999999,USD,7139,8063,V40040,MVL USA JV LLC,Various,Various,2,True,2025,10,2025-10,5164.879999999999,5164.879999999999,Change Order,2,2,PO for Tarps &  Nylon rope
RFPO-6705-V40142-1,14 Oct 2025,PO for CMU Wall Accessories,"White Cap Supply Holdings, LLC",60295.30319,USD,6705,8169,V40142,MACRO,Various,Various,1,False,2025,10,2025-10,60295.30319,60295.30319,Base PO,1,1,PO for CMU Wall Accessories
RFPO-7039-V40027-1,14 Oct 2025,PO for SikaTop 107,Petrocoat Construction Chemicals Trading LLC,10336.0,AED,7039,8170,V40027,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,2814.43,2814.43,Base PO,1,1,PO for SikaTop 107
RFPO-7208-V40023-1,14 Oct 2025,PO for SPECPOXY MORTAR,Dateline Exports Inc.,12692.39,USD,7208,8171,V40023,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,12692.39,12692.39,Base PO,1,1,PO for SPECPOXY MORTAR
RFPO-7212-V40004-2,13 Oct 2025,PO for Floor Drain,Cimmaron International Corporation,538.9300000000001,USD,7212,8160,V40004,MACRO,Various,Various,2,True,2025,10,2025-10,538.9300000000001,538.9300000000001,Change Order,1,1,PO for Floor Drain
RFPO-7208-A5201-1,13 Oct 2025,PO for Steel doors & hardware,Lakshmi Metal Tech LLC,60806.91,AED,7208,8165,A5201,MACRO,Architectural,Architectural,1,False,2025,10,2025-10,16557.36,16557.36,Base PO,1,1,PO for Steel doors & hardware
RFPO-7208-V40022-1,10 Oct 2025,PO for Metal Wall & Roof Panel,Dateline Exports Inc.,344970.00000000006,USD,7208,8163,V40022,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,344970.00000000006,344970.00000000006,Base PO,1,1,PO for Metal Wall & Roof Panel
RFPO-5532-V40088-1,10 Oct 2025,PO for Aviation Lights,MEKA İTHALAT İHRACAT PAZARLAMA VE TİC. A.Ş,3019.0900000000006,EURO,5532,8164,V40088,MACRO,Various,Various,1,False,2025,10,2025-10,3019.09,3019.09,Base PO,1,1,PO for Aviation Lights
RFPO-6852-V40035-1,10 Oct 2025,PO for Ball Valves (for Fuel Piping),Jet Fuel Specialists LLC,7763.45,USD,6852,8162,V40035,MACRO,Various,Various,1,False,2025,10,2025-10,7763.45,7763.45,Base PO,1,1,PO for Ball Valves (for Fuel Piping)
RFPO-6705-M4026-1,09 Oct 2025,"PO for ChemGrout CG555/030/DHES/HP Trailer Mounted, Diesel/Hydraulic powered, High Pressure Grout Pump with Accessories and Spares",ACE CENTRO ENTERPRISES,181870.0,AED,6705,8161,M4026,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,10,2025-10,49522.12,49522.12,Base PO,2,2,"PO for ChemGrout CG555/030/DHES/HP Trailer Mounted, Diesel/Hydraulic powered, High Pressure Grout Pump with Accessories and Spares"
RFPO-1569-V4427-1,08 Oct 2025,Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Mardhini Siddaiah,Green Figure Technique,8200.0,AED,1569,8156,V4427,FIRESTOP,Various,Various,1,False,2025,10,2025-10,2232.81,2232.81,Base PO,1,1,Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Mardhini Siddaiah
RFPO-7208-V40021-1,08 Oct 2025,PO for Panel Boards,Kelly & Hayes Electrical Industrial & Plumbing Supplies,2060.12,USD,7208,8158,V40021,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,2060.12,2060.12,Base PO,1,1,PO for Panel Boards
RFPO-6705-V40141-1,08 Oct 2025,PO for Carrier DX Split AC Package,Dateline Exports Inc.,12463.17,USD,6705,8157,V40141,MACRO,Various,Various,1,False,2025,10,2025-10,12463.17,12463.17,Base PO,1,1,PO for Carrier DX Split AC Package
RFPO-7139-S9130-2,08 Oct 2025,PO for Canopy Storage Shelter,BIG TOP SHELTERS,111700.0,USD,7139,8037,S9130,"MVL USA, INC",Services,Services,2,True,2025,10,2025-10,111700.0,111700.0,Change Order,2,2,PO for Canopy Storage Shelter
RFPO-6705-V40061-2,07 Oct 2025,PO for Block Saw & Saw Blade,MONJE,8048.240000000001,USD,6705,7674,V40061,MVL USA JV LLC,Misc.,Various,2,True,2025,10,2025-10,8048.240000000001,8048.240000000001,Change Order,2,2,VMF Project Vehicle Maintainance
RFPO-7039-V40026-1,07 Oct 2025,PO for Admixtures,SODAMCO EMIRATES FACTORY FOR BUILDING MATERIALS LLC,17000.0,AED,7039,8153,V40026,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,4629.0,4629.0,Base PO,1,1,PO for Admixtures
RFPO-7039-E6807-1,07 Oct 2025,PO for Conduit Plugs,EMSI Inc.,4808.806,USD,7039,8154,E6807,MACRO,Electrical,Electrical,1,False,2025,10,2025-10,4808.806,4808.806,Base PO,1,1,PO for Conduit Plugs
RFPO-7208-V40020-1,07 Oct 2025,PO for Duct Connector,Delta Duct Airconditioning LLC,375.0,AED,7208,8155,V40020,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,102.11,102.11,Base PO,1,1,PO for Duct Connector
RFPO-1005-V7256-1,03 Oct 2025,PO for Sheet Piles,ArcelorMittal DSTC FZE,116775.0,AED,1005,8150,V7256,MICRON,Various,Various,1,False,2025,10,2025-10,31797.14,31797.14,Base PO,1,1,PO for Sheet Piles
RFPO-7139-V4355-1,03 Oct 2025,PO for Crane Lifting Gear-Accessories,Jack Rubin & Sons Inc,3185.3,USD,7139,8151,V4355,MVL Nepal,Various,Various,1,False,2025,10,2025-10,3185.3,3185.3,Base PO,1,1,PO for Crane Lifting Gear-Accessories
RFPO-7208-V40019-1,02 Oct 2025,PO for Gypsum Board & Supports,Gypsemna Co.LLC,45575.87999999999,USD,7208,8147,V40019,MVL USA JV LLC,Various,Various,1,False,2025,10,2025-10,45575.87999999999,45575.87999999999,Base PO,1,1,PO for Gypsum Board & Supports
RFPO-6705-V40139-1,02 Oct 2025,PO for MVL stickers & Magnet Signs,Sign King Inc,2100.0,USD,6705,8149,V40139,MACRO,Various,Various,1,False,2025,10,2025-10,2100.0,2100.0,Base PO,1,1,PO for MVL stickers & Magnet Signs
RFPO-6705-E6834-1,02 Oct 2025,PO for Batch Plant Temporary Generator-Electrical Items,TIC LIGHT ELECTRICAL CORP,14665.209999999997,USD,6705,8148,E6834,MACRO,Electrical,Electrical,1,False,2025,10,2025-10,14665.209999999997,14665.209999999997,Base PO,1,1,PO for Batch Plant Temporary Generator-Electrical Items
RFPO-6705-V40138-1,01 Oct 2025,PO for Reinforcing Bar Supports,Dateline Exports Inc.,7977.1,USD,6705,8145,V40138,MACRO,Various,Various,1,False,2025,10,2025-10,7977.1,7977.1,Base PO,1,1,PO for Reinforcing Bar Supports
RFPO-5829-R1510-1,30 Sep 2025,PO for 70 ton - 70 ton - Rough Terrain Hydraulic Cranes 3 Months Rental - Ref No.: 2EQ2501416-R01,JOHNSON ARABIA LLC,160000.0,AED,5829,8139,R1510,FIRESTOP,Rental,Rental,1,False,2025,9,2025-09,43567.05,43567.05,Base PO,1,1,PO for 70 ton - 70 ton - Rough Terrain Hydraulic Cranes 3 Months Rental - Ref No.: 2EQ2501416-R01
RFPO-7208-V40018-1,30 Sep 2025,PO for Duct supports and Hangers,Isam Kabbani Trading LLC,70070.53,AED,7208,8141,V40018,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,19079.79,19079.79,Base PO,1,1,PO for Duct supports and Hangers
RFPO-7208-A5302-1,30 Sep 2025,PO for Paints & Coatings,BM Middle East FZC,51177.28,USD,7208,8143,A5302,MACRO,Architectural,Architectural,1,False,2025,9,2025-09,51177.28,51177.28,Base PO,1,1,PO for Paints & Coatings
RFPO-6705-V40137-1,30 Sep 2025,PO for Detection Tracer Wire,American International Supply Inc.,770.0,USD,6705,8142,V40137,MACRO,Various,Various,1,False,2025,9,2025-09,770.0,770.0,Base PO,1,1,PO for Detection Tracer Wire
RFPO-6705-V40086-2,30 Sep 2025,PO for RSC Conduits and Fittings,Kelly & Hayes Electrical Industrial & Plumbing Supplies,18910.459999999995,USD,6705,7812,V40086,MACRO,Various,Various,2,True,2025,9,2025-09,18910.459999999995,18910.459999999995,Change Order,2,2,PO for RSC Conduits and Fittings
RFPO-7139-V4354-1,29 Sep 2025,PO for Emergency Rescue Kit,Rock-N-Rescue,2771.98,USD,7139,8135,V4354,MACRO,Various,Various,1,False,2025,9,2025-09,2771.98,2771.98,Base PO,1,1,PO for Emergency Rescue Kit
RFPO-6746-V40027-1,29 Sep 2025,PO for Testing Support for Chlorinator System,WMS Aquatics,135.0,USD,6746,8136,V40027,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,135.0,135.0,Base PO,1,1,PO for Testing Support for Chlorinator System
RFPO-7039-V40025-1,29 Sep 2025,PO for Fabric innerducts,"Guangzhou Pareto Technology Co.,LTD",66812.7,USD,7039,8137,V40025,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,66812.7,66812.7,Base PO,1,1,PO for Fabric innerducts
RFPO-7039-V40024A-1,29 Sep 2025,PO for Splicing Iron and Marmac,"White Cap Supply Holdings, LLC",5005.7245,USD,7039,8138,V40024A,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,5005.7245,5005.7245,Base PO,1,1,PO for Splicing Iron and Marmac
RFPO-7139-V40042-1,26 Sep 2025,PO for Pre-Shipment Inspection - JFV981267- SYM5300THBFS 430C-10B Concrete Pump Truck-8,V-Trust Inspection Service Co. Ltd.,268.0,USD,7139,8130,V40042,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,268.0,268.0,Base PO,1,1,PO for Pre-Shipment Inspection - JFV981267- SYM5300THBFS 430C-10B Concrete Pump Truck-8
RFPO-6705-V40136-1,25 Sep 2025,PO for 12000 BTU Mini Split AC Unit,LOWES,2315.92,USD,6705,8126,V40136,MACRO,Various,Various,1,False,2025,9,2025-09,2315.92,2315.92,Base PO,2,2,PO for 12000 BTU Mini Split AC Unit
RFPO-7139-T1002-1,25 Sep 2025,PO for Spares for Data logger- Custom Tools,Global Sensors LLC,873.75,USD,7139,8127,T1002,MACRO,Tools,Tools,1,False,2025,9,2025-09,873.75,873.75,Base PO,1,1,PO for Spares for Data logger- Custom Tools
RFPO-6718-V40029-2,25 Sep 2025,PO for GFME Items - Equipment,Jet Fuel Specialists LLC,71847.0,USD,6718,7920,V40029,MVL USA JV LLC,Various,Various,2,True,2025,9,2025-09,71847.0,71847.0,Change Order,2,2,PO for GFME Items - Equipment
RFPO-6718-V40030-2,25 Sep 2025,PO for GFME Items - Filter Materials,Jet Fuel Specialists LLC,14960.359999999999,USD,6718,7921,V40030,MVL USA JV LLC,Various,Various,2,True,2025,9,2025-09,14960.359999999999,14960.359999999999,Change Order,2,2,PO for GFME Items - Filter Materials
RFPO-6718-V40019-2,25 Sep 2025,PO for Spare Parts for Pump Startup & Alignment,Jet Fuel Specialists LLC,5105.1,USD,6718,7586,V40019,MVL USA JV LLC,Various,Various,2,True,2025,9,2025-09,5105.1,5105.1,Change Order,2,2,PO for Spare Parts for Pump Startup & Alignment
RFPO-1569-O100-1,24 Sep 2025,PO for INTERNAL PO - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 113948,Managed Solution LLC,583.78,USD,1569,8123,O100,MACRO,Office Assets,Office Assets,1,False,2025,9,2025-09,583.78,583.78,Base PO,1,1,PO for INTERNAL PO - Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - Inv - 113948
RFPO-6705-S9104-1,24 Sep 2025,PO for Calibration-Batching Plant and Few Lab Items,Cal-Cert Company,6361.0,USD,6705,8124,S9104,"MVL USA, INC",Services,Services,1,False,2025,9,2025-09,6361.0,6361.0,Base PO,1,1,PO for Calibration-Batching Plant and Few Lab Items
RFPO-5532-M4042-1,24 Sep 2025,PO forInner Tubes for Telehandler Tire - MR - Inner Tube for Telehandler - MW- Jess Co,Evangel International Machinery Ltd.,250.0,USD,5532,8125,M4042,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,9,2025-09,250.0,250.0,Base PO,1,1,PO forInner Tubes for Telehandler Tire - MR - Inner Tube for Telehandler - MW- Jess Co
RFPO-6705-V40126-1,23 Sep 2025,PO for C900 & Sch80 Pipes and Fittings,American International Supply Inc.,18014.620000000006,USD,6705,8121,V40126,MACRO,Various,Various,1,False,2025,9,2025-09,18014.620000000006,18014.620000000006,Base PO,1,1,PO for C900 & Sch80 Pipes and Fittings
RFPO-6718-V40033-2,22 Sep 2025,PO for Pump Control station,Jet Fuel Specialists LLC,38940.34,USD,6718,8106,V40033,MVL USA JV LLC,Various,Various,2,True,2025,9,2025-09,38940.34,38940.34,Change Order,1,1,PO for Pump Control station
RFPO-7139-M4014-1,22 Sep 2025,PO for 3RD BATCH - SANY STC500C5-8 50-ton truck crane WITH 2 YEAR SPARE PARTS,Evangel International Machinery Ltd.,124000.0,USD,7139,8116,M4014,MVL USA JV LLC,Mechanical,Mechanical,1,False,2025,9,2025-09,124000.0,124000.0,Base PO,1,1,PO for 3RD BATCH - SANY STC500C5-8 50-ton truck crane WITH 2 YEAR SPARE PARTS
RFPO-1569-O99-1,22 Sep 2025,PO for Freshservice Licenses & Implementation (- Freshservice + Freddy AI Quotation - S00091),RivYv Technologies,12848.0,USD,1569,8117,O99,MACRO,Office Assets,Office Assets,1,False,2025,9,2025-09,12848.0,12848.0,Base PO,1,1,PO for Freshservice Licenses & Implementation (- Freshservice + Freddy AI Quotation - S00091)
RFPO-6705-V40132-1,22 Sep 2025,"PO for Hinge, Lumber,Plywood",Tsang Brothers Corporation,19809.0,USD,6705,8119,V40132,MACRO,Various,Various,1,False,2025,9,2025-09,19809.0,19809.0,Base PO,1,1,"PO for Hinge, Lumber,Plywood"
RFPO-6705-V40133-1,22 Sep 2025,PO for Disinfection materials,Dateline Exports Inc.,198.51,USD,6705,8118,V40133,MACRO,Various,Various,1,False,2025,9,2025-09,198.51,198.51,Base PO,1,1,PO for Disinfection materials
RFPO-7208-V40017-1,22 Sep 2025,PO for Misc.Metal Fabrication,Isam Kabbani Trading LLC,61560.200000000004,AED,7208,8120,V40017,MVL USA JV LLC,Various,Various,1,False,2025,9,2025-09,16762.48,16762.48,Base PO,1,1,PO for Misc.Metal Fabrication
RFPO-6705-V40131-1,20 Sep 2025,PO for Pre-Shipment Inspection - JFV948479 - SAC200C8-8,V-Trust Inspection Service Co. Ltd.,268.0,USD,6705,8115,V40131,MACRO,Various,Various,1,False,2025,9,2025-09,268.0,268.0,Base PO,1,1,PO for Pre-Shipment Inspection - JFV948479 - SAC200C8-8
