RowNo,PONumber,PODate,POName,Supplier,Entity,Project,Material,Discipline,Value,Currency,Year,Month,SourceTab,OriginalSource
959,RFPO-6718-S9103-1,05 Dec 2024,PO for X048 - Third Party inspection ,TUV SUD MIDDLE EAST LLC,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,272.3,USD,2024,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
960,RFPO-7039-V40001-1,04 Dec 2024,PO for Quicseal 713,Leeds Services Co. Pte Ltd.,MACRO,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216",Building Materials,Construction,15660.0,USD,2024,12,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
961,RFPO-6746-V40019-1,28 Nov 2024,PO for Pressure Gauge,Winters Instruments,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,695.73,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
962,RFPO-5829-S9102-1,28 Nov 2024,PO for Sewage Tanker Services - Collection and removal of Sewage Tanker waste,OHIO GENERAL CONTRACTING LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,953.05,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
963,RFPO-5503-A5201-1,27 Nov 2024,"PO for ALUMINIUM DOORS AND ALUMINIUM WINDOWS (W1, W3, W4, W5)",SALZER GmbH,MVL Greece,GRE-121 N6247022C0002 Communications Center - Souda Bay,Misc.,General,299528.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
964,RFPO-5532-V40050-1,27 Nov 2024,PO for SUPPLY AND DELIVERY OF MEDICINES AND ACCESSORIES - DIEGO GARCIA,Leeds Services Co. Pte Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,2415.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
965,RFPO-3734-M4106-1,26 Nov 2024,PO for INSPECTION - 30XB CHILLER # 1 & 3,Carrier Solutions Contracting and Trading and Services W.L.L.,"MVL USA, INC","(QTR-173) W912ER-19-C-0016 Consolidated Squadron Operations Facility, Al Udeid Air Base, State Of Qatar",Subcontract,Services,1373.5,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
966,RFPO-6705-V40021-1,26 Nov 2024,Doug Fir Lumber and Common Nails ,Dateline Exports Inc.,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,8553.14,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
967,RFPO-5532-V40048-1,26 Nov 2024,PO forADDITIONAL MATERIALS FOR SEWER AND WATERLINES - F - PVC TEE COMBINATION ,CRESCO MIDDLE EAST TRADING L.L.C,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,1309.22,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
968,RFPO-5532-V40040-3,26 Nov 2024,PO for Man Camp #02 Construction - Trusses and Roofing Materials A,Matco Industries LLC,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,54651.43,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
969,RFPO-5532-V40041-3,26 Nov 2024,PO for Man Camp #01 Construction - Trusses and Roofing Materials A,Matco Industries LLC,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,18194.95,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
970,RFPO-5829-V40021-1,25 Nov 2024,PO for External Lighting Fixtures as per attached Submittal,Extol International Trading LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,64854.75,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
971,RFPO-5829-A5203-1,25 Nov 2024,PO for FREE ISSUED - TRITON Hollow Metal Steel Doors and Blast Doors - AS PER APPROVED SUBMITTAL,Lakshmi Metal Tech LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,319114.19,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
972,RFPO-6705-V40020-1,25 Nov 2024,MFX Gridlock (E) Bicycles,MUDDY FOX LLC.,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,11750.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
973,RFPO-1005-S9104-1,25 Nov 2024,PO for Third Party Inspection Services ,BUREAU VERITAS DUBAI,MICRON,SUPPLY OF FRP PIPES,Fit Out Project,Construction,264.8,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
974,RFPO-6746-V40018-1,25 Nov 2024,PO for Paints and Coatings,The Sherwin-Williams Company,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,19822.67,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
975,RFPO-5532-M4027-1,23 Nov 2024,PO for CONCRETE BATCHING PLANT RECOMMENDED SPARE LIST 100D DRY PLANT,MEKA,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,22500.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
976,RFPO-1569-O75-1,23 Nov 2024,PO for ZIA/ ZPA Implementation - NIST / CMMC Implementation,RivYv Technologies,MACRO,OFFICE 1803 FURNITURES,Misc.,General,10000.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
977,RFPO-5532-M4024-2,22 Nov 2024,PO for 1ST PRIORITY DG HEAVY EQUIPMENTS,Evangel International Machinery Ltd.,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,284598.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
978,RFPO-5829-V40022-1,22 Nov 2024,PO for Pump Room Drain Trench Grating - as per Approved Submittal,DUCAST FACTORY - SOLE PROPRIETORSHIP L.L.C. - ABU DHABI BRANCH 1,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,3115.11,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
979,RFPO-6542-V40023-1,21 Nov 2024,"PO for Round Motorized Volume Damper (RMVD), 100mm",KBE Gulf (LLC),Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,426.9,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
980,RFPO-6705-V40019-1,20 Nov 2024,PO for HA-4330V,Humboldt Mfg Co,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,88974.55,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
981,RFPO-6481-M4001-1,20 Nov 2024,"PO for Fod Boss Sweeper Assembly Including - Gloves, Operator Manual, FB2400-120 Groundforce Tow Hitch and FB2400-41 Carry Strap",GENEREX AVIO offshore,MACRO,ORD-6481 QAT-203.23 FA570223F0081 20-0137 Repair Air Field Lighting,Services,Services,8750.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
982,RFPO-6168-V40075-1,19 Nov 2024,PO for Toilet Compartments,Sustainable Supply LLC,MVL USA JV LLC,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,Construction,6267.71,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
983,RFPO-6746-V40016-1,19 Nov 2024,PO for Flexible Connector,Al Munasib Building Materials Trading LLC,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,483.6,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
984,RFPO-6852-E6800-1,19 Nov 2024,PO for Explosion Proof Flexible Coupling,Benfield Electric International Ltd.,MVL USA JV LLC,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,Construction,14885.1,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
985,RFPO-6718-V40018-1,19 Nov 2024,PO for External Paints for CS pipes,The Sherwin-Williams Company,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,9630.22,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
986,RFPO-6746-M4101-2,19 Nov 2024,PO for Water Pump,M.A.H.Y. KHOORY & CO. LLC,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,16300.97,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
987,RFPO-5581-M4001-1,19 Nov 2024,PO for Benzene Direct Reading Meter - As per attached approved Quotation,JJS Technical Services,MVL USA JV LLC,"BIOT-121.02 N4008421R0001-X004, EProject 1701534 REPLACE FSS FIRE PROTECTION FOAM SYSTEM FROM F-410 TO TANK 1-11 Material 	Building Materials",Building Materials,Construction,7373.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
988,RFPO-6746-V40017-1,19 Nov 2024,PO for Plumbing Supports and Hangers,Isam Kabbani Trading LLC,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,1495.5,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
989,RFPO-6168-V40076-1,19 Nov 2024,PO for HDG Channel,"Scott & From Co., Inc.",MVL USA JV LLC,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,Construction,7488.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
990,RFPO-6746-V40014-1,18 Nov 2024,PO for Hardware,Fastener Point LLC,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,1993.48,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
991,RFPO-6746-V40015-1,18 Nov 2024,PO for Gaskets,"Smith International Gulf Services, LLC",MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,5036.46,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
992,RFPO-6852-V40018-1,18 Nov 2024,PO for Hardware for Civil works fabrications,Isam Kabbani Trading LLC,MVL USA JV LLC,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,Construction,4988.59,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
993,RFPO-6705-M4007-1,15 Nov 2024,PO for Kit - 4590 EGauge 12/2 w/Acc NO. 4590-1202,Troxler Electronic Laboratories,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,22200.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
994,RFPO-5683-V40019-1,15 Nov 2024,PO for Roofing Sheets (for F938),"Scott & From Co., Inc.",MVL USA JV LLC,"ORD-5683 BIOT-121.10 N4008422F4478 / N4008421R0079 X010 CONSTRUCT STORAGE ROOM &amp; RENOVATE BREAKROOMS, F-937 &amp; F-938",Building Materials,Construction,25301.95,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
995,RFPO-6705-V40016-1,14 Nov 2024,PO for OSB Board 3/8inch,Dateline Exports Inc.,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,29972.1,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
996,RFPO-7027-V40004-1,14 Nov 2024,PO for Pre-Shipment Inspection,V-Trust Inspection Service Co. Ltd.,MVL USA JV LLC,"BIOT-121.63 N4008424F4424 QC3010 REPLACE HVAC SYSTEM, F-161 (NGIS 19)",Machine / Equipments,Mechanical,268.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
997,RFPO-6746-V40013-1,14 Nov 2024,PO for SIGHT GLASS ,Gulf Oil & Gas International FZE,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,1225.35,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
998,RFPO-6718-M4001-1,14 Nov 2024,PO for MILLER WELDING MACHINE AND GENERATOR AS PER ATATCHED APPROVED DATA SHEETS,Abdullah Hashim Industrial Gases & Equipment Co. Ltd.,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,54067.89,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
999,RFPO-6542-V40022-1,14 Nov 2024,PO for Metal Locker,SALSBURY INDUSTRIES,Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,2090.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1000,RFPO-6542-E6808-1,13 Nov 2024,PO for Disconnect Switch for Garbage Disposal,Benfield Electric International Ltd.,Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,284.9,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1001,RFPO-6542-E6809-1,13 Nov 2024,"PO for Interior Light Fittings (Type -A1,A1E,SE,X3,X4)",TIC LIGHT ELECTRICAL CORP,Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,22455.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1002,RFPO-6705-V40017-2,13 Nov 2024,PO for No. 4 Epoxy Coated Rebar 20ft,SAYGAN GLOBAL STEEL LTD,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,25195.58,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1003,RFPO-6705-V40017-1,12 Nov 2024,PO for No. 4 Epoxy Coated Rebar 20ft,SAYGAN GLOBAL STEEL LTD,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,23437.75,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1004,RFPO-6705-V40018-1,12 Nov 2024,PO for 234135,LOWES,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,6912.24,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1005,RFPO-6168-V40074-1,12 Nov 2024,PO for Access Door,"Acudor Products, Inc.",MVL USA JV LLC,"BIOT-121.37 N4008423F4277 REPAIRS TO ORDNANCE OPERATIONS, F-541",Building Materials,Construction,2041.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1006,RFPO-6718-M4000-1,11 Nov 2024,PO for MILLER WELDING MACHINE AND GENERATOR AS PER ATATCHED APPROVED DATA SHEETS,Abdullah Hashim Industrial Gases & Equipment Co. Ltd.,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,54067.89,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1007,RFPO-6746-V40002-2,11 Nov 2024,"PO for BAHRA CABLES - American Standard, THHN Wire, 6 AWG, 600V, Black",Extol International FZC,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,3408.43,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1008,RFPO-5829-E6815-1,11 Nov 2024,PO for PROCUREMENT SUPPORT - LV CABLES - AS PER ATTACHED SUBMITTAL,Al Zubair General Trading LLC,MACRO,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,Mechanical,1178710.14,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1009,RFPO-6705-V40015-1,11 Nov 2024,PO for 1804824,"White Cap Supply Holdings, LLC",MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,6684.8,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1010,RFPO-6542-V40018A-1,11 Nov 2024,PO for Exterior Light Fittings & Hazardous Photocell,Extol International FZC,Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,20557.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1011,RFPO-6542-V40021-1,11 Nov 2024,PO for Explosion Proof Photocell,Larson Electronics LLC,Yamauchi Gumi,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,Construction,1098.94,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1012,RFPO-6746-V40011-1,08 Nov 2024,PO for MAPEI Materials,Mapei Corporation,MVL USA JV LLC,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,Construction,16131.91,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1013,RFPO-6718-S9102-1,08 Nov 2024,PO for TPI - CS Pipes & Fittings (small sized) & SS Fittings,TUV SUD MIDDLE EAST LLC,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,272.3,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1014,RFPO-6841-M4103-1,07 Nov 2024,PO for Packaged Air Conditioning Unit (PACU),S.K.M. Air Conditioning L.L.C.,MVL USA JV LLC,"BIOT-121.54 N4008424F4212 QS6063 - REPLACE AC UNIT, UPH-23, F-171, WO#1575078",Mechanical Items,Mechanical,38122.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1015,RFPO-6718-V40017-1,07 Nov 2024,PO for U-Bolt set with Friction pads,APP Manufacturing,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,5578.04,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1016,RFPO-6705-V40014-1,07 Nov 2024,PO for SUPPLY AND DELIVERY OF 90 CU YARDS IF BATCHED CONCRETE TO KWAJALEIN MVL SITE,Parsons,MACRO,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,General,21610.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1017,RFPO-6952-E6800-1,07 Nov 2024,PO for Panel Board ,Benfield Electric International Ltd.,MVL USA JV LLC,"ORD-6952 BIOT-121.62 N4008424F4368 QC3005-PROVIDE SUPPORT TO NMCB TO CONSTRUCT NEW CONCRETE PAD, NEW TFS F-980A, DG",Building Materials,Construction,2857.14,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1018,RFPO-6852-V40017-1,07 Nov 2024,PO for SS Hardware for Square section,Fastener Point LLC,MVL USA JV LLC,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,Construction,214.35,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1019,RFPO-6718-V40015B-1,06 Nov 2024,PO for Square Hollow Sections (SHS),Hidayath Heavy Industry LLC,MACRO,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,Construction,33629.05,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1020,RFPO-6852-V40012A-1,05 Nov 2024,PO for Electrical Materials,Benfield Electric International Ltd.,MVL USA JV LLC,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,Construction,150000.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
1021,RFPO-5532-M4026-1,05 Nov 2024,PO for MEKA 100 DRY CONCRETE BATCHING PLANT- 400V - 3 PHASE - 50 HZ WITH FREQUENCY INVERTER 60 HZ TO 50 HZ,MEKA,MVL USA JV LLC,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,Mechanical,215500.0,USD,2024,11,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
