RowNo,PONumber,PODate,POName,Supplier,Entity,EntityCode,Project,Material,OriginalValue,Currency,ValueUSD,POSpendUSD,POType,Year,Month,YearMonth,UsedInTab
320,RFPO-6542-V40043-1,08 Sep 2025,PO for Breakers,Kelly & Hayes Electrical Industrial & Plumbing Supplies,Yamauchi Gumi,V40043,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,58.08,USD,58.08,58.08,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
321,RFPO-5829-V40034-1,04 Sep 2025,PO for Procurement Support Al Fikree - Penstocks for Triton Operational Facility,DUTCO TENNANT LLC,MACRO,V40034,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,87744.0,AED,23892.69,23892.69,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
322,RFPO-7073-V40011-1,04 Sep 2025,PO for Vibration Hose,Puget Sound Pipe & Supply,MVL USA JV LLC,V40011,"BIOT-121.68/26 N4008424F4583 - X026 REPAIRS TO CONCRETE WATER TANK F-1655, F-308 &amp; F-1505",Subcontract,59120.34,USD,59120.34,59120.34,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
323,RFPO-6705-S9103-1,04 Sep 2025,PO for Proficiency Sample Program (PSP) for Kwaj-lab,AASHTO re:source,MACRO,S9103,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,665.0,USD,665.0,665.0,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
324,RFPO-7139-M4008-1,04 Sep 2025,PO forModel: F-150 Crew Cab Pickup – Short Bed Year: 2020 - Condition: Used VIN - 1FTEW1EB7LKE67798,Guam Autospot,"MVL USA, INC",M4008,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,34995.0,USD,34995.0,34995.0,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
325,RFPO-5532-V40081-1,04 Sep 2025,PO for Vinyl Tiles,ODORES METAL LLC,MVL USA JV LLC,V40081,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,1504.7,USD,1504.7,1504.7,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
326,RFPO-5829-A5303-1,04 Sep 2025,PO for URGENT REQUEST FOR INTERNAL PAINT B M ULTRA SPEC 500 LATEX PRIMER GL,SAS express BUILDING MATERIALS TRADING LLC,MACRO,A5303,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,2000.0,AED,544.6,544.6,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
327,RFPO-6746-V40026-1,04 Sep 2025,PO for Paints and coatings,The Sherwin-Williams Company,MVL USA JV LLC,V40026,"BIOT-121.55 N4008424F4084 X019 QN7003 - REPAIRS TO BASE POOL, F-105, WON1587110, DG",Building Materials,7273.8,USD,7273.8,7273.8,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
328,RFPO-6705-V40124-1,04 Sep 2025,PO for Metal studs and plastic items for the temporary protection,Tsang Brothers Corporation,MACRO,V40124,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,764.0,USD,764.0,764.0,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
329,RFPO-5695-V40020-1,04 Sep 2025,PO for Threaded Rod for Pull Test,Fastener Point LLC,MVL USA JV LLC,V40020,"BIOT-121.16 N4008422F4476 QC1018 REPAIR BOLLARDS, POL PIER",Building Materials,14150.0,AED,3853.04,3853.04,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
330,RFPO-5683-A5204-1,04 Sep 2025,PO for Door Glazing,QMI Building Metal Products Manufacturing LLC,MVL USA JV LLC,A5204,"ORD-5683 BIOT-121.10 N4008422F4478 / N4008421R0079 X010 CONSTRUCT STORAGE ROOM &amp; RENOVATE BREAKROOMS, F-937 &amp; F-938",Building Materials,2120.0,AED,577.28,577.28,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
331,RFPO-7139-V40040-1,03 Sep 2025,PO for Tarps &  Nylon rope,LOWES,"MVL USA, INC",V40040,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,4655.1,USD,4655.1,4655.1,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
332,RFPO-6705-V40123-1,03 Sep 2025,PO for OCAL PVC Coated Metal Conduits and Fittings ,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40123,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,27207.16,USD,27207.16,27207.16,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
333,RFPO-6705-V40122-1,03 Sep 2025,PO for Bitumastic Paint & SIKADUR 32,Dateline Exports Inc.,MACRO,V40122,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,654.5,USD,654.5,654.5,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
334,RFPO-5829-V40035-1,03 Sep 2025,PO for Air Field Pavement - RMB Concrete Mix - as per approved  Provided Flexural Strength  - 4.5MPa@90D (OPC)-0.33W/Cto 0.37W/C,RMB Global Ready Mix Concrete Industries L.L.C S.P.C,MACRO,V40035,"ORD-5929 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, Uniited Arab Emirates",Rental,1208480.0,AED,329069.1,329069.1,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
335,RFPO-7073-V40012-1,02 Sep 2025,PO for DI Pipes & fittings,Unitech Di Pipes & Fittings Mfg. LLC,MVL USA JV LLC,V40012,"BIOT-121.68/26 N4008424F4583 - X026 REPAIRS TO CONCRETE WATER TANK F-1655, F-308 &amp; F-1505",Subcontract,7050.57,USD,7050.57,7050.57,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
336,RFPO-6705-M4101-4,02 Sep 2025,PO for Unit Substation - 186inch  W X 92inch H X60inch D,TURTLE,MACRO,M4101,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,296301.0,USD,296301.0,296301.0,Change Order,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
337,RFPO-6705-E6831-1,02 Sep 2025,PO for Outlet Boxes and Cover ,GRAYBAR ELECTRIC COMPANY INC,MACRO,E6831,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,113.8258,USD,113.83,113.83,Base PO,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
338,RFPO-7208-V40015-2,02 Sep 2025,PO for Emergency Eyewash & Shower,Dateline Exports Inc.,MVL USA JV LLC,V40015,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,33839.75,USD,33839.75,33839.75,Change Order,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
339,RFPO-7139-S9127-2,01 Sep 2025,PO for FORMWORK AND SCAFFOLDING SYSTEMS,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",S9127,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,202856.77,USD,202856.77,202856.77,Change Order,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
340,RFPO-7139-S9131-2,01 Sep 2025,PO for FORMWORK AND SCAFFOLDING SYSTEMS,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",S9131,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,120213.98,USD,120213.98,120213.98,Change Order,2025,9,2025-09,GSA (Global Spend Analysis) + M&D (as PO)
341,RFPO-7208-V40016-1,29 Aug 2025,PO for Metal Wall Louvers,INTEGRATED CONTRACTING SUPPLIERS,MVL USA JV LLC,V40016,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG",Building Materials,74306.29,USD,74306.29,74306.29,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
342,RFPO-6705-E6830-1,28 Aug 2025,PO for Cable Lugs,TIC LIGHT ELECTRICAL CORP,MACRO,E6830,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2797.24,USD,2797.24,2797.24,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
343,RFPO-6705-M4025-1,27 Aug 2025,PO for SANY 43m Concrete Pump Truck - Model: SYM5300THBFS 430C-10B,Evangel International Machinery Ltd.,MACRO,M4025,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,160300.0,USD,160300.0,160300.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
344,RFPO-6705-E6829-1,27 Aug 2025,PO for Batch Plant Temporary Generator-Electrical Items,TIC LIGHT ELECTRICAL CORP,MACRO,E6829,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,16014.17,USD,16014.17,16014.17,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
345,RFPO-6705-V40121-1,27 Aug 2025,PO for Medical Laboratory-Additional items,Humboldt Mfg Co,MACRO,V40121,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,7239.25,USD,7239.25,7239.25,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
346,RFPO-7139-S9131-1,26 Aug 2025,PO for FORMWORK AND SCAFFOLDING SYSTEMS,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",S9131,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,105413.98,USD,105413.98,105413.98,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
347,RFPO-7139-E6818-1,25 Aug 2025,"PO for Main Distribution Board ,Panel Boards-ATCT Electrical for Temporary Power",AL GHANDI SWITCHGEARS INDUSTRY,"MVL USA, INC",E6818,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,16596.39,AED,4519.2,4519.2,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
348,RFPO-6542-V40042-1,25 Aug 2025,PO for Kitchen Sink and Fitting.,INTEGRATED CONTRACTING SUPPLIERS,Yamauchi Gumi,V40042,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,1132.0,USD,1132.0,1132.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
349,RFPO-6705-E6828-1,25 Aug 2025,PO for MV and LC Terminal Lugs ,TIC LIGHT ELECTRICAL CORP,MACRO,E6828,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2192.91,USD,2192.91,2192.91,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
350,RFPO-1569-V4426-1,21 Aug 2025,PO for Plan Swift 11 Measurements & QTY Takeoff Software -  Perpetual License - Raunaque Afroz,Green Figure Technique,MACRO,V4426,OFFICE 1803 FURNITURES,Misc.,8200.0,AED,2232.86,2232.86,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
351,RFPO-6852-V40030-2,21 Aug 2025,"PO for Fuel Transfer Pump, Valves and Tank level & Pump Controls (with no deviations from original offer)",Jet Fuel Specialists LLC,MVL USA JV LLC,V40030,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,226085.75,USD,226085.75,226085.75,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
352,RFPO-6852-V40031-2,21 Aug 2025,"PO for Fuel Transfer Pump, Valves and Controls (with deviations from original offer)",Jet Fuel Specialists LLC,MVL USA JV LLC,V40031,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,85248.41,USD,85248.41,85248.41,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
353,RFPO-7139-M4102-1,21 Aug 2025,PO for Load Break Switch for 750KVA XFMR,"Jiangsu Ryan Electric Co.,Ltd","MVL USA, INC",M4102,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,14000.0,USD,14000.0,14000.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
354,RFPO-7120-V40004-1,21 Aug 2025,PO for Disconnect Switches,Kelly & Hayes Electrical Industrial & Plumbing Supplies,"MVL USA, INC",V40004,"JPN-138 W912HV24C0009 FY24 AC Repair For Server Rooms, Building 101, Camp Zama, Japan",Building Materials,6195.19,USD,6195.19,6195.19,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
355,RFPO-7039-V40021-1,20 Aug 2025,PO for Pulling Iron for Telecom Handhole,Crossweld Metal Trading Co.LLC,MACRO,V40021,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216",Building Materials,8184.0,USD,8184.0,8184.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
356,RFPO-7864-V40000-1,20 Aug 2025,PO for Rubber Base,Adelta Corporation,MVL USA JV LLC,V40000,BIOT-121.93 REPAIR OF WINDOWS AND FLOORING AT F-1565 AND F-115 (X060),Building Materials,2737.99,USD,2737.99,2737.99,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
357,RFPO-6705-V40120-1,20 Aug 2025,PO for 1' Rigid Metal Conduits and Fittings  ,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40120,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,208.29,USD,208.29,208.29,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
358,RFPO-7139-S9130-1,19 Aug 2025,PO for Canopy Storage Shelter,BIG TOP SHELTERS,"MVL USA, INC",S9130,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,101700.0,USD,101700.0,101700.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
359,RFPO-1569-14592-1,19 Aug 2025,"PO for Supply & Installation - Fire Protection System for Unit 1807, One Lake Plaza, JLT,",EUROFIRE FIRE & SAFETY L.L.C,MACRO,14592,OFFICE 1803 FURNITURES,Misc.,44000.0,AED,11981.2,11981.2,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
360,RFPO-6705-S9102-1,19 Aug 2025,PO for Services rendered by ACI Certified Lab Tech for MTC Lab Accreditation,Rodelio Morales,MACRO,S9102,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,8000.0,USD,8000.0,8000.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
361,RFPO-5532-E6805-1,19 Aug 2025,PO for Additional Electrical Materials - Batchplant,Benfield Electric International Ltd.,MVL USA JV LLC,E6805,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,9754.1,USD,9754.1,9754.1,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
362,RFPO-6718-E6807-1,19 Aug 2025,PO for Glands,WESCO Distribution Inc,MACRO,E6807,"BIOT-121.48 N4008424F4064 EPROJECT 1718005 QC2011 REPLACE ADRF PUMPS 7, 8, AND 9, F-409",Building Materials,7704.0,USD,7704.0,7704.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
363,RFPO-7073-V40010-1,19 Aug 2025,PO for Epoxy Adhesive,Dateline Exports Inc.,MVL USA JV LLC,V40010,"BIOT-121.68/26 N4008424F4583 - X026 REPAIRS TO CONCRETE WATER TANK F-1655, F-308 &amp; F-1505",Subcontract,2035.46,USD,2035.46,2035.46,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
364,RFPO-5532-V40080-1,18 Aug 2025,PO for Material Request #MR-25 - MR - WireSaw Machine Parts and Consumables - Aldrin,"Zhengzhou Yugong Construction Machinery Co., Ltd.",MVL USA JV LLC,V40080,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,860.0,USD,860.0,860.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
365,RFPO-5503-S9101-1,18 Aug 2025,PO for Pre-Shipment Inspection Aluminum windows and curtain walls,TUV SUD MIDDLE EAST LLC,MVL Greece,S9101,GRE-121 N6247022C0002 Communications Center - Souda Bay,Misc.,710.0,USD,710.0,710.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
366,RFPO-7039-M4101-2,18 Aug 2025,PO for CONCRETE MIXER - PME-CM400 AND POWER WASHER - 3WZ-3600JN,"Wuxi Pinnacle Mechanical Equipment Co., Ltd.",MACRO,M4101,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216",Building Materials,3867.0,USD,3867.0,3867.0,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
367,RFPO-6705-V40028-2,18 Aug 2025,PO for Tools and Acessories ,MONJE,MACRO,V40028,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,36151.89,USD,36151.89,36151.89,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
368,RFPO-7139-V4353-1,18 Aug 2025,PO for PORTABLE TOILET,FOSHAN SOEASY MODULAR HOUSING CO LTD,"MVL USA, INC",V4353,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,5850.0,USD,5850.0,5850.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
369,RFPO-7139-T1000-1,18 Aug 2025,PO for Custom Tools,AMERICANA SUPPLIERS,"MVL USA, INC",T1000,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,5176.0,USD,5176.0,5176.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
370,RFPO-5532-T1003-2,16 Aug 2025,PO for MR-49 - MR - Electrical Tools (FLUKE) for QC Department - Mark,Ali Asger & Brothers LLC,MVL USA JV LLC,T1003,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,35440.0,AED,9650.31,9650.31,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
371,RFPO-6705-V40118-1,12 Aug 2025,PO for Receptacles and Devise Plates ,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,V40118,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,18.77,USD,18.77,18.77,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
372,RFPO-6705-V40119-1,12 Aug 2025,PO for SS316 Door and Frame,France Metal,MACRO,V40119,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2722.0,USD,2722.0,2722.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
373,RFPO-5695-V40018-1,12 Aug 2025,PO for Welding Rods,POWERFIT INDUSTRIAL PTE LTD,MVL USA JV LLC,V40018,"BIOT-121.16 N4008422F4476 QC1018 REPAIR BOLLARDS, POL PIER",Building Materials,3062.0,SGD,3062.0,3062.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
374,RFPO-6852-E6801-2,12 Aug 2025,PO for Connectors and Pull box,WESCO Distribution Inc,MVL USA JV LLC,E6801,BIOT-121.35 N4008424F4221 QC8067-Repair To Fuel Piping System. F#408 NSF DG,Building Materials,15873.3,USD,15873.3,15873.3,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
375,RFPO-5503-A5205-1,11 Aug 2025,PO for Schüco ADS 80 FR60 fire-resistant fixed window with anodized (CO) finish and Pilkington Pyrostop 60-351 EI60 glazing,PETROUTSOS BROS LTD,MVL Greece,A5205,GRE-121 N6247022C0002 Communications Center - Souda Bay,Misc.,19000.0,EURO,19000.0,19000.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
376,RFPO-5532-V4373-1,11 Aug 2025,PO for Material Request #MR-62 - MR- Additional Bed Bunk and Mattress - MCamp 2 - Rona,"Onmuse ( Suzhou ) Office Furniture Co.,Ltd",MVL USA JV LLC,V4373,BIOT-121 N4008421D0082/ N4008421R0079 AEC DB DBB MACC,Machine / Equipments,12780.0,USD,12780.0,12780.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
377,RFPO-7139-E6817-1,11 Aug 2025,Cable Rack and Rack arms ,WESCO Distribution Inc,"MVL USA, INC",E6817,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,8219.64,USD,8219.64,8219.64,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
378,RFPO-6952-V40021-2,11 Aug 2025,PO for Joint Sealant,Dateline Exports Inc.,MVL USA JV LLC,V40021,"ORD-6952 BIOT-121.62 N4008424F4368 QC3005-PROVIDE SUPPORT TO NMCB TO CONSTRUCT NEW CONCRETE PAD, NEW TFS F-980A, DG",Building Materials,4374.68,USD,4374.68,4374.68,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
379,RFPO-7139-V40038-1,08 Aug 2025,PO for Slags for Concrete Mix Design,SMITHBRIDGE GUAM,"MVL USA, INC",V40038,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,88358.05,USD,88358.05,88358.05,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
380,RFPO-5503-A5204-1,07 Aug 2025,"PO for •	Service: Provision of 3 skilled workers for detailed frame measurements •	Hourly Rate: €98.50/hour (net) •	Daily Estimate: o	3 workers × 8 hours/day × €98.50/hour = €2,364.00/da",SALZER GmbH,MVL Greece,A5204,GRE-121 N6247022C0002 Communications Center - Souda Bay,Misc.,2364.0,EURO,2364.0,2364.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
381,RFPO-7098-E6802-2,07 Aug 2025,PO for Taxiway Lighting & Grommets,"Cooper Crouse-Hinds, LLC",MVL USA JV LLC,E6802,"ORD-7098 BIOT-121.69 N4008424F4613_eProject 1735497 QC2090- REPAIR TAXIWAY SIGNS, F-200044",Building Materials,141729.57,USD,141729.57,141729.57,Change Order,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
382,RFPO-7139-S9101-1,07 Aug 2025,"PO for Quantity verification inspection for accommodation units, WC-shower containers, and laundry containers.",Modulus Metal San ve Tic Ltd Sti,"MVL USA, INC",S9101,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,700.0,USD,700.0,700.0,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
383,RFPO-7139-S9127-1,06 Aug 2025,PO for FORMWORK AND SCAFFOLDING SYSTEMS,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",S9127,"RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Atoll, Republic Of The Marshall Islands",Subcontract,179056.77,USD,179056.77,179056.77,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
384,RFPO-7039-V40019B-1,06 Aug 2025,PO for Cable Racks (Electrical and Telecom),"Underground Devices, Inc.",MACRO,V40019B,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216",Building Materials,304337.8,USD,304337.8,304337.8,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
385,RFPO-6705-E6827-1,06 Aug 2025,PO for Additional PVC Conduits and Fittings for Building 729,WESCO Distribution Inc,MACRO,E6827,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,2054.87,USD,2054.87,2054.87,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
386,RFPO-6705-V40117-1,06 Aug 2025,PO for Dayton Snap Ties and Wedges ,Dateline Exports Inc.,MACRO,V40117,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,637.23,USD,637.23,637.23,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
387,RFPO-6705-E6826-1,05 Aug 2025,"PO for Main DB,Panel Boards-Batch Plant",AL GHANDI SWITCHGEARS INDUSTRY,MACRO,E6826,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,101508.81,AED,27640.85,27640.85,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
388,RFPO-6705-M4024-1,05 Aug 2025,PO for Crusher and Screener + Screens,Komplet America,MACRO,M4024,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,341376.2,USD,341376.2,341376.2,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
389,RFPO-6542-V40041-1,05 Aug 2025,Timer Switch and HOA Controller,INTEGRATED CONTRACTING SUPPLIERS,Yamauchi Gumi,V40041,"JPN-124 FA890323C0031 Renovate Bldgs 111, 116 And 119 At Okinawa, Japan",Building Materials,1657.99,USD,1657.99,1657.99,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
390,RFPO-6705-O2-1,05 Aug 2025,PO for Bluebeam Core Annual Subscription -  John Paul Ottarson,AllCAD Solutions LLC,MACRO,O2,"RMI -125 MEDICAL CLINIC, KWAJALEIN ATOLL, MARSHALL ISLANDS",Misc.,925.0,AED,251.88,251.88,Base PO,2025,8,2025-08,GSA (Global Spend Analysis) + M&D (as PO)
